Sentence,Subject_ID,Condition_ID,correctness
A person wearing a helmet and goggles riding a snowboard down the slopes.,f9a1bd3a95dc544a103c2795684474fa,correct,1
A car sitting in the middle of the road near a construction vehicle.,f9a1bd3a95dc544a103c2795684474fa,correct,0
A man in a field of wild flowers holding an orange bat.,f9a1bd3a95dc544a103c2795684474fa,wrong,1
Two silver cars parked beside each other in parking spots.,f9a1bd3a95dc544a103c2795684474fa,wrong,1
A polar bear pokes his head and one paw out of the water.,f9a1bd3a95dc544a103c2795684474fa,wrong,1
A patio table with two dinner plates of food and two bowls of salad.,f9a1bd3a95dc544a103c2795684474fa,correct,1
A man in a field of wild flowers holding an orange bat.,7164792ccf97aa3e5df0c62f680437db,wrong,1
The red boat is anchored on the shore of the lake in front of the houses.,7164792ccf97aa3e5df0c62f680437db,wrong,1
A polar bear pokes his head and one paw out of the water.,7164792ccf97aa3e5df0c62f680437db,wrong,1
A large crowd of people riding horses walks along a trail.,7164792ccf97aa3e5df0c62f680437db,correct,1
A sign mounted to a pole that reads No Stops.,7164792ccf97aa3e5df0c62f680437db,wrong,0
A tray full of breakfast foods and drinks on a bed.,7164792ccf97aa3e5df0c62f680437db,no,1
A white frosted cake sitting in front of some white flowers.,7164792ccf97aa3e5df0c62f680437db,no,1
A young boy is standing against a wall eating an apple.,7164792ccf97aa3e5df0c62f680437db,no,1
A large group of people watch as a skater does his tricks.,7164792ccf97aa3e5df0c62f680437db,wrong,1
A man covering his eyes while standing next to multiple boxes filled with bananas.,7164792ccf97aa3e5df0c62f680437db,no,1
A baseball player is waiting for the pitch while standing in the batters box.,7164792ccf97aa3e5df0c62f680437db,correct,0
There is an indoor toilet underneath a sign that says please flush.,7164792ccf97aa3e5df0c62f680437db,no,1
Two young women are eating hot dogs while walking down the sidewalk.,7164792ccf97aa3e5df0c62f680437db,wrong,1
A black cat sitting inside of a sink in the bathroom.,7164792ccf97aa3e5df0c62f680437db,no,1
A dog laying on its side with a remote control under its paw.,7164792ccf97aa3e5df0c62f680437db,no,1
A young girl looking at a huge pizza with surprise.,7164792ccf97aa3e5df0c62f680437db,no,1
"A kitchen with a clear counter top and wooden cabinets, along with a white dish washer under the counter.",7164792ccf97aa3e5df0c62f680437db,wrong,1
A row of surfboards sticking out of the sand sitting next to each other.,7164792ccf97aa3e5df0c62f680437db,no,1
A table topped with a cake covered in berries next to a plate of sandwiches.,7164792ccf97aa3e5df0c62f680437db,no,1
A cup of coffee with a plate of banana slices on bread.,7164792ccf97aa3e5df0c62f680437db,correct,1
A blue trash removal truck and two vehicles behind it.,7164792ccf97aa3e5df0c62f680437db,wrong,0
A patio table with two dinner plates of food and two bowls of salad.,7164792ccf97aa3e5df0c62f680437db,correct,1
Two silver cars parked beside each other in parking spots.,7164792ccf97aa3e5df0c62f680437db,wrong,0
A black and white picture of people walking in the rain under umbrellas.,7164792ccf97aa3e5df0c62f680437db,correct,1
A person wearing a helmet and goggles riding a snowboard down the slopes.,7164792ccf97aa3e5df0c62f680437db,correct,1
A bathroom with curtains that have floral decor on them.,7164792ccf97aa3e5df0c62f680437db,correct,1
A white swan swimming through a lake next to a boat.,7164792ccf97aa3e5df0c62f680437db,correct,1
A fruit smoothie glass on a plate with two strawberries for garnish.,7164792ccf97aa3e5df0c62f680437db,correct,1
A green stop light with a tall building lighted up in the background at night.,7164792ccf97aa3e5df0c62f680437db,correct,1
A dark colored cat looking at a laptop screen.,7164792ccf97aa3e5df0c62f680437db,wrong,1
A baseball player hitting the ball during a baseball game.,7164792ccf97aa3e5df0c62f680437db,wrong,1
Two men holding big wooden sticks with a lot of elephants in the background.,7164792ccf97aa3e5df0c62f680437db,no,1
A colorful truck with a full load of sticks and twigs.,7164792ccf97aa3e5df0c62f680437db,correct,1
A light blue bicycle chained to a pole on the sidewalk in front of a red building.,7164792ccf97aa3e5df0c62f680437db,no,1
A car sitting in the middle of the road near a construction vehicle.,7164792ccf97aa3e5df0c62f680437db,correct,1
A cat standing on a toilet seat looking at the person taking the photo.,7164792ccf97aa3e5df0c62f680437db,wrong,1
A white swan swimming through a lake next to a boat.,b68e05f719382ce010ef85f4d7e075f5,correct,1
A young boy is standing against a wall eating an apple.,b68e05f719382ce010ef85f4d7e075f5,no,1
A car sitting in the middle of the road near a construction vehicle.,b68e05f719382ce010ef85f4d7e075f5,correct,1
A cat standing on a toilet seat looking at the person taking the photo.,b68e05f719382ce010ef85f4d7e075f5,wrong,1
Two silver cars parked beside each other in parking spots.,b68e05f719382ce010ef85f4d7e075f5,wrong,1
A person wearing a helmet and goggles riding a snowboard down the slopes.,b68e05f719382ce010ef85f4d7e075f5,correct,1
A man covering his eyes while standing next to multiple boxes filled with bananas.,b68e05f719382ce010ef85f4d7e075f5,no,1
A white frosted cake sitting in front of some white flowers.,b68e05f719382ce010ef85f4d7e075f5,no,1
A fruit smoothie glass on a plate with two strawberries for garnish.,b68e05f719382ce010ef85f4d7e075f5,correct,0
The red boat is anchored on the shore of the lake in front of the houses.,b68e05f719382ce010ef85f4d7e075f5,wrong,1
A baseball player is waiting for the pitch while standing in the batters box.,b68e05f719382ce010ef85f4d7e075f5,correct,1
A sign mounted to a pole that reads No Stops.,b68e05f719382ce010ef85f4d7e075f5,wrong,1
A green stop light with a tall building lighted up in the background at night.,b68e05f719382ce010ef85f4d7e075f5,correct,1
Two young women are eating hot dogs while walking down the sidewalk.,b68e05f719382ce010ef85f4d7e075f5,wrong,1
A young girl looking at a huge pizza with surprise.,b68e05f719382ce010ef85f4d7e075f5,no,1
Two men holding big wooden sticks with a lot of elephants in the background.,b68e05f719382ce010ef85f4d7e075f5,no,1
A table topped with a cake covered in berries next to a plate of sandwiches.,b68e05f719382ce010ef85f4d7e075f5,no,1
A dark colored cat looking at a laptop screen.,b68e05f719382ce010ef85f4d7e075f5,wrong,1
A man in a field of wild flowers holding an orange bat.,b68e05f719382ce010ef85f4d7e075f5,wrong,1
A tray full of breakfast foods and drinks on a bed.,b68e05f719382ce010ef85f4d7e075f5,no,1
"A kitchen with a clear counter top and wooden cabinets, along with a white dish washer under the counter.",b68e05f719382ce010ef85f4d7e075f5,wrong,1
There is an indoor toilet underneath a sign that says please flush.,b68e05f719382ce010ef85f4d7e075f5,no,1
A colorful truck with a full load of sticks and twigs.,b68e05f719382ce010ef85f4d7e075f5,correct,1
A cup of coffee with a plate of banana slices on bread.,b68e05f719382ce010ef85f4d7e075f5,correct,1
A bathroom with curtains that have floral decor on them.,b68e05f719382ce010ef85f4d7e075f5,correct,1
A patio table with two dinner plates of food and two bowls of salad.,b68e05f719382ce010ef85f4d7e075f5,correct,1
A light blue bicycle chained to a pole on the sidewalk in front of a red building.,b68e05f719382ce010ef85f4d7e075f5,no,1
A row of surfboards sticking out of the sand sitting next to each other.,b68e05f719382ce010ef85f4d7e075f5,no,1
A baseball player hitting the ball during a baseball game.,b68e05f719382ce010ef85f4d7e075f5,wrong,1
A blue trash removal truck and two vehicles behind it.,b68e05f719382ce010ef85f4d7e075f5,wrong,1
A dog laying on its side with a remote control under its paw.,b68e05f719382ce010ef85f4d7e075f5,no,1
A polar bear pokes his head and one paw out of the water.,b68e05f719382ce010ef85f4d7e075f5,wrong,1
A large crowd of people riding horses walks along a trail.,b68e05f719382ce010ef85f4d7e075f5,correct,1
A black and white picture of people walking in the rain under umbrellas.,b68e05f719382ce010ef85f4d7e075f5,correct,1
A large group of people watch as a skater does his tricks.,b68e05f719382ce010ef85f4d7e075f5,wrong,1
A black cat sitting inside of a sink in the bathroom.,b68e05f719382ce010ef85f4d7e075f5,no,1
A polar bear pokes his head and one paw out of the water.,4ad7f42c0cba6426536576dfb899da22,wrong,1
A black cat sitting inside of a sink in the bathroom.,4ad7f42c0cba6426536576dfb899da22,no,1
A man in a field of wild flowers holding an orange bat.,4ad7f42c0cba6426536576dfb899da22,wrong,0
Two silver cars parked beside each other in parking spots.,4ad7f42c0cba6426536576dfb899da22,wrong,0
A large crowd of people riding horses walks along a trail.,4ad7f42c0cba6426536576dfb899da22,correct,1
A baseball player is waiting for the pitch while standing in the batters box.,4ad7f42c0cba6426536576dfb899da22,correct,1
A dog laying on its side with a remote control under its paw.,4ad7f42c0cba6426536576dfb899da22,no,1
A fruit smoothie glass on a plate with two strawberries for garnish.,4ad7f42c0cba6426536576dfb899da22,correct,1
A young girl looking at a huge pizza with surprise.,4ad7f42c0cba6426536576dfb899da22,no,1
A dark colored cat looking at a laptop screen.,4ad7f42c0cba6426536576dfb899da22,wrong,1
A bathroom with curtains that have floral decor on them.,4ad7f42c0cba6426536576dfb899da22,correct,1
A white swan swimming through a lake next to a boat.,4ad7f42c0cba6426536576dfb899da22,correct,1
A car sitting in the middle of the road near a construction vehicle.,4ad7f42c0cba6426536576dfb899da22,correct,1
There is an indoor toilet underneath a sign that says please flush.,4ad7f42c0cba6426536576dfb899da22,no,0
A cup of coffee with a plate of banana slices on bread.,4ad7f42c0cba6426536576dfb899da22,correct,1
A white frosted cake sitting in front of some white flowers.,4ad7f42c0cba6426536576dfb899da22,no,1
"A kitchen with a clear counter top and wooden cabinets, along with a white dish washer under the counter.",4ad7f42c0cba6426536576dfb899da22,wrong,1
A cat standing on a toilet seat looking at the person taking the photo.,4ad7f42c0cba6426536576dfb899da22,wrong,1
A green stop light with a tall building lighted up in the background at night.,4ad7f42c0cba6426536576dfb899da22,correct,1
A man covering his eyes while standing next to multiple boxes filled with bananas.,4ad7f42c0cba6426536576dfb899da22,no,1
A patio table with two dinner plates of food and two bowls of salad.,4ad7f42c0cba6426536576dfb899da22,correct,1
A colorful truck with a full load of sticks and twigs.,4ad7f42c0cba6426536576dfb899da22,correct,1
A row of surfboards sticking out of the sand sitting next to each other.,4ad7f42c0cba6426536576dfb899da22,no,0
A person wearing a helmet and goggles riding a snowboard down the slopes.,4ad7f42c0cba6426536576dfb899da22,correct,1
A baseball player hitting the ball during a baseball game.,4ad7f42c0cba6426536576dfb899da22,wrong,1
A large group of people watch as a skater does his tricks.,4ad7f42c0cba6426536576dfb899da22,wrong,1
A sign mounted to a pole that reads No Stops.,4ad7f42c0cba6426536576dfb899da22,wrong,1
The red boat is anchored on the shore of the lake in front of the houses.,4ad7f42c0cba6426536576dfb899da22,wrong,1
Two young women are eating hot dogs while walking down the sidewalk.,4ad7f42c0cba6426536576dfb899da22,wrong,0
A light blue bicycle chained to a pole on the sidewalk in front of a red building.,4ad7f42c0cba6426536576dfb899da22,no,1
A tray full of breakfast foods and drinks on a bed.,4ad7f42c0cba6426536576dfb899da22,no,1
A table topped with a cake covered in berries next to a plate of sandwiches.,4ad7f42c0cba6426536576dfb899da22,no,1
A black and white picture of people walking in the rain under umbrellas.,4ad7f42c0cba6426536576dfb899da22,correct,0
Two men holding big wooden sticks with a lot of elephants in the background.,4ad7f42c0cba6426536576dfb899da22,no,1
A blue trash removal truck and two vehicles behind it.,4ad7f42c0cba6426536576dfb899da22,wrong,1
A young boy is standing against a wall eating an apple.,4ad7f42c0cba6426536576dfb899da22,no,1
A young girl looking at a huge pizza with surprise.,7224bc7c5fd90b2fb9b38c5f142e2b6e,wrong,0
"A kitchen with a clear counter top and wooden cabinets, along with a white dish washer under the counter.",7224bc7c5fd90b2fb9b38c5f142e2b6e,correct,1
A person wearing a helmet and goggles riding a snowboard down the slopes.,7224bc7c5fd90b2fb9b38c5f142e2b6e,no,0
A young boy is standing against a wall eating an apple.,7224bc7c5fd90b2fb9b38c5f142e2b6e,wrong,1
A dog laying on its side with a remote control under its paw.,7224bc7c5fd90b2fb9b38c5f142e2b6e,wrong,1
A baseball player hitting the ball during a baseball game.,7224bc7c5fd90b2fb9b38c5f142e2b6e,correct,0
A cat standing on a toilet seat looking at the person taking the photo.,7224bc7c5fd90b2fb9b38c5f142e2b6e,correct,1
A sign mounted to a pole that reads No Stops.,7224bc7c5fd90b2fb9b38c5f142e2b6e,correct,1
A large group of people watch as a skater does his tricks.,7224bc7c5fd90b2fb9b38c5f142e2b6e,correct,1
A dark colored cat looking at a laptop screen.,7224bc7c5fd90b2fb9b38c5f142e2b6e,correct,0
Two silver cars parked beside each other in parking spots.,7224bc7c5fd90b2fb9b38c5f142e2b6e,correct,1
A colorful truck with a full load of sticks and twigs.,7224bc7c5fd90b2fb9b38c5f142e2b6e,no,1
A cup of coffee with a plate of banana slices on bread.,7224bc7c5fd90b2fb9b38c5f142e2b6e,no,1
A large crowd of people riding horses walks along a trail.,7224bc7c5fd90b2fb9b38c5f142e2b6e,no,1
A fruit smoothie glass on a plate with two strawberries for garnish.,7224bc7c5fd90b2fb9b38c5f142e2b6e,no,1
There is an indoor toilet underneath a sign that says please flush.,7224bc7c5fd90b2fb9b38c5f142e2b6e,wrong,1
A tray full of breakfast foods and drinks on a bed.,7224bc7c5fd90b2fb9b38c5f142e2b6e,wrong,0
A car sitting in the middle of the road near a construction vehicle.,7224bc7c5fd90b2fb9b38c5f142e2b6e,no,1
A baseball player is waiting for the pitch while standing in the batters box.,7224bc7c5fd90b2fb9b38c5f142e2b6e,no,1
Two men holding big wooden sticks with a lot of elephants in the background.,7224bc7c5fd90b2fb9b38c5f142e2b6e,wrong,1
A white swan swimming through a lake next to a boat.,7224bc7c5fd90b2fb9b38c5f142e2b6e,no,1
A bathroom with curtains that have floral decor on them.,7224bc7c5fd90b2fb9b38c5f142e2b6e,no,1
A man covering his eyes while standing next to multiple boxes filled with bananas.,7224bc7c5fd90b2fb9b38c5f142e2b6e,wrong,1
A white frosted cake sitting in front of some white flowers.,7224bc7c5fd90b2fb9b38c5f142e2b6e,wrong,1
A row of surfboards sticking out of the sand sitting next to each other.,7224bc7c5fd90b2fb9b38c5f142e2b6e,wrong,1
A patio table with two dinner plates of food and two bowls of salad.,7224bc7c5fd90b2fb9b38c5f142e2b6e,no,0
A table topped with a cake covered in berries next to a plate of sandwiches.,7224bc7c5fd90b2fb9b38c5f142e2b6e,wrong,1
A black cat sitting inside of a sink in the bathroom.,7224bc7c5fd90b2fb9b38c5f142e2b6e,wrong,1
A green stop light with a tall building lighted up in the background at night.,7224bc7c5fd90b2fb9b38c5f142e2b6e,no,1
Two young women are eating hot dogs while walking down the sidewalk.,7224bc7c5fd90b2fb9b38c5f142e2b6e,correct,1
A light blue bicycle chained to a pole on the sidewalk in front of a red building.,7224bc7c5fd90b2fb9b38c5f142e2b6e,wrong,1
A blue trash removal truck and two vehicles behind it.,7224bc7c5fd90b2fb9b38c5f142e2b6e,correct,1
A black and white picture of people walking in the rain under umbrellas.,7224bc7c5fd90b2fb9b38c5f142e2b6e,no,1
A polar bear pokes his head and one paw out of the water.,7224bc7c5fd90b2fb9b38c5f142e2b6e,correct,1
The red boat is anchored on the shore of the lake in front of the houses.,7224bc7c5fd90b2fb9b38c5f142e2b6e,correct,0
A man in a field of wild flowers holding an orange bat.,7224bc7c5fd90b2fb9b38c5f142e2b6e,correct,1
"A kitchen with a clear counter top and wooden cabinets, along with a white dish washer under the counter.",129a210c9a108613589d4de9901d4da8,no,1
A colorful truck with a full load of sticks and twigs.,129a210c9a108613589d4de9901d4da8,wrong,1
A baseball player is waiting for the pitch while standing in the batters box.,129a210c9a108613589d4de9901d4da8,wrong,1
A black and white picture of people walking in the rain under umbrellas.,129a210c9a108613589d4de9901d4da8,wrong,1
A man in a field of wild flowers holding an orange bat.,129a210c9a108613589d4de9901d4da8,no,1
A white frosted cake sitting in front of some white flowers.,129a210c9a108613589d4de9901d4da8,correct,1
A large group of people watch as a skater does his tricks.,129a210c9a108613589d4de9901d4da8,no,1
A table topped with a cake covered in berries next to a plate of sandwiches.,129a210c9a108613589d4de9901d4da8,correct,1
Two men holding big wooden sticks with a lot of elephants in the background.,129a210c9a108613589d4de9901d4da8,correct,1
A polar bear pokes his head and one paw out of the water.,129a210c9a108613589d4de9901d4da8,no,1
The red boat is anchored on the shore of the lake in front of the houses.,129a210c9a108613589d4de9901d4da8,no,0
There is an indoor toilet underneath a sign that says please flush.,129a210c9a108613589d4de9901d4da8,correct,1
A large crowd of people riding horses walks along a trail.,129a210c9a108613589d4de9901d4da8,wrong,0
A fruit smoothie glass on a plate with two strawberries for garnish.,129a210c9a108613589d4de9901d4da8,wrong,1
A baseball player hitting the ball during a baseball game.,129a210c9a108613589d4de9901d4da8,no,1
A cat standing on a toilet seat looking at the person taking the photo.,129a210c9a108613589d4de9901d4da8,no,1
Two silver cars parked beside each other in parking spots.,129a210c9a108613589d4de9901d4da8,no,1
A young boy is standing against a wall eating an apple.,129a210c9a108613589d4de9901d4da8,correct,1
Two young women are eating hot dogs while walking down the sidewalk.,129a210c9a108613589d4de9901d4da8,no,1
A green stop light with a tall building lighted up in the background at night.,129a210c9a108613589d4de9901d4da8,wrong,0
A dark colored cat looking at a laptop screen.,129a210c9a108613589d4de9901d4da8,no,1
A dog laying on its side with a remote control under its paw.,129a210c9a108613589d4de9901d4da8,correct,1
A black cat sitting inside of a sink in the bathroom.,129a210c9a108613589d4de9901d4da8,correct,1
A blue trash removal truck and two vehicles behind it.,129a210c9a108613589d4de9901d4da8,no,1
A row of surfboards sticking out of the sand sitting next to each other.,129a210c9a108613589d4de9901d4da8,correct,1
A tray full of breakfast foods and drinks on a bed.,129a210c9a108613589d4de9901d4da8,correct,1
A white swan swimming through a lake next to a boat.,129a210c9a108613589d4de9901d4da8,wrong,1
A patio table with two dinner plates of food and two bowls of salad.,129a210c9a108613589d4de9901d4da8,wrong,1
A light blue bicycle chained to a pole on the sidewalk in front of a red building.,129a210c9a108613589d4de9901d4da8,correct,1
A young girl looking at a huge pizza with surprise.,129a210c9a108613589d4de9901d4da8,correct,1
A sign mounted to a pole that reads No Stops.,129a210c9a108613589d4de9901d4da8,no,1
A bathroom with curtains that have floral decor on them.,129a210c9a108613589d4de9901d4da8,wrong,1
A cup of coffee with a plate of banana slices on bread.,129a210c9a108613589d4de9901d4da8,wrong,1
A man covering his eyes while standing next to multiple boxes filled with bananas.,129a210c9a108613589d4de9901d4da8,correct,1
A car sitting in the middle of the road near a construction vehicle.,129a210c9a108613589d4de9901d4da8,wrong,1
A person wearing a helmet and goggles riding a snowboard down the slopes.,129a210c9a108613589d4de9901d4da8,wrong,1
A fruit smoothie glass on a plate with two strawberries for garnish.,e1fb584a953b79a510010611336839c4,correct,1
"A kitchen with a clear counter top and wooden cabinets, along with a white dish washer under the counter.",e1fb584a953b79a510010611336839c4,wrong,1
A light blue bicycle chained to a pole on the sidewalk in front of a red building.,e1fb584a953b79a510010611336839c4,no,1
A man covering his eyes while standing next to multiple boxes filled with bananas.,e1fb584a953b79a510010611336839c4,no,1
A black cat sitting inside of a sink in the bathroom.,e1fb584a953b79a510010611336839c4,no,1
A white frosted cake sitting in front of some white flowers.,e1fb584a953b79a510010611336839c4,no,1
Two young women are eating hot dogs while walking down the sidewalk.,e1fb584a953b79a510010611336839c4,wrong,1
A car sitting in the middle of the road near a construction vehicle.,e1fb584a953b79a510010611336839c4,correct,1
A black and white picture of people walking in the rain under umbrellas.,e1fb584a953b79a510010611336839c4,correct,1
A row of surfboards sticking out of the sand sitting next to each other.,e1fb584a953b79a510010611336839c4,no,1
A sign mounted to a pole that reads No Stops.,e1fb584a953b79a510010611336839c4,wrong,1
Two silver cars parked beside each other in parking spots.,e1fb584a953b79a510010611336839c4,wrong,1
A white swan swimming through a lake next to a boat.,e1fb584a953b79a510010611336839c4,correct,1
A large crowd of people riding horses walks along a trail.,e1fb584a953b79a510010611336839c4,correct,1
A patio table with two dinner plates of food and two bowls of salad.,e1fb584a953b79a510010611336839c4,correct,1
A polar bear pokes his head and one paw out of the water.,e1fb584a953b79a510010611336839c4,wrong,1
There is an indoor toilet underneath a sign that says please flush.,e1fb584a953b79a510010611336839c4,no,1
A table topped with a cake covered in berries next to a plate of sandwiches.,e1fb584a953b79a510010611336839c4,no,1
A green stop light with a tall building lighted up in the background at night.,e1fb584a953b79a510010611336839c4,correct,1
A colorful truck with a full load of sticks and twigs.,e1fb584a953b79a510010611336839c4,correct,1
A man in a field of wild flowers holding an orange bat.,e1fb584a953b79a510010611336839c4,wrong,1
A young boy is standing against a wall eating an apple.,e1fb584a953b79a510010611336839c4,no,1
A tray full of breakfast foods and drinks on a bed.,e1fb584a953b79a510010611336839c4,no,1
A baseball player is waiting for the pitch while standing in the batters box.,e1fb584a953b79a510010611336839c4,correct,1
A dark colored cat looking at a laptop screen.,e1fb584a953b79a510010611336839c4,wrong,1
A cup of coffee with a plate of banana slices on bread.,e1fb584a953b79a510010611336839c4,correct,1
A baseball player hitting the ball during a baseball game.,e1fb584a953b79a510010611336839c4,wrong,1
A dog laying on its side with a remote control under its paw.,e1fb584a953b79a510010611336839c4,no,1
A young girl looking at a huge pizza with surprise.,e1fb584a953b79a510010611336839c4,no,1
A bathroom with curtains that have floral decor on them.,e1fb584a953b79a510010611336839c4,correct,0
A cat standing on a toilet seat looking at the person taking the photo.,e1fb584a953b79a510010611336839c4,wrong,1
The red boat is anchored on the shore of the lake in front of the houses.,e1fb584a953b79a510010611336839c4,wrong,1
Two men holding big wooden sticks with a lot of elephants in the background.,e1fb584a953b79a510010611336839c4,no,1
A blue trash removal truck and two vehicles behind it.,e1fb584a953b79a510010611336839c4,wrong,1
A person wearing a helmet and goggles riding a snowboard down the slopes.,e1fb584a953b79a510010611336839c4,correct,1
A large group of people watch as a skater does his tricks.,e1fb584a953b79a510010611336839c4,wrong,1
A dog laying on its side with a remote control under its paw.,52a066396e1c2fc44abda8f985c018cb,no,0
A young girl looking at a huge pizza with surprise.,52a066396e1c2fc44abda8f985c018cb,no,0
The red boat is anchored on the shore of the lake in front of the houses.,52a066396e1c2fc44abda8f985c018cb,wrong,0
A sign mounted to a pole that reads No Stops.,52a066396e1c2fc44abda8f985c018cb,wrong,0
A white frosted cake sitting in front of some white flowers.,52a066396e1c2fc44abda8f985c018cb,no,0
A man in a field of wild flowers holding an orange bat.,52a066396e1c2fc44abda8f985c018cb,wrong,0
A car sitting in the middle of the road near a construction vehicle.,52a066396e1c2fc44abda8f985c018cb,correct,0
Two young women are eating hot dogs while walking down the sidewalk.,52a066396e1c2fc44abda8f985c018cb,wrong,0
Two men holding big wooden sticks with a lot of elephants in the background.,52a066396e1c2fc44abda8f985c018cb,no,1
A patio table with two dinner plates of food and two bowls of salad.,52a066396e1c2fc44abda8f985c018cb,correct,0
A baseball player is waiting for the pitch while standing in the batters box.,52a066396e1c2fc44abda8f985c018cb,correct,1
A baseball player hitting the ball during a baseball game.,52a066396e1c2fc44abda8f985c018cb,wrong,1
A light blue bicycle chained to a pole on the sidewalk in front of a red building.,52a066396e1c2fc44abda8f985c018cb,no,1
Two silver cars parked beside each other in parking spots.,52a066396e1c2fc44abda8f985c018cb,wrong,1
A dark colored cat looking at a laptop screen.,52a066396e1c2fc44abda8f985c018cb,wrong,1
A blue trash removal truck and two vehicles behind it.,52a066396e1c2fc44abda8f985c018cb,wrong,1
A white swan swimming through a lake next to a boat.,52a066396e1c2fc44abda8f985c018cb,correct,1
A black and white picture of people walking in the rain under umbrellas.,52a066396e1c2fc44abda8f985c018cb,correct,1
A fruit smoothie glass on a plate with two strawberries for garnish.,52a066396e1c2fc44abda8f985c018cb,correct,1
A cup of coffee with a plate of banana slices on bread.,52a066396e1c2fc44abda8f985c018cb,correct,1
A young boy is standing against a wall eating an apple.,52a066396e1c2fc44abda8f985c018cb,no,1
A polar bear pokes his head and one paw out of the water.,52a066396e1c2fc44abda8f985c018cb,wrong,1
A large crowd of people riding horses walks along a trail.,52a066396e1c2fc44abda8f985c018cb,correct,1
A colorful truck with a full load of sticks and twigs.,52a066396e1c2fc44abda8f985c018cb,correct,0
A green stop light with a tall building lighted up in the background at night.,52a066396e1c2fc44abda8f985c018cb,correct,0
A tray full of breakfast foods and drinks on a bed.,52a066396e1c2fc44abda8f985c018cb,no,1
A cat standing on a toilet seat looking at the person taking the photo.,52a066396e1c2fc44abda8f985c018cb,wrong,0
A black cat sitting inside of a sink in the bathroom.,52a066396e1c2fc44abda8f985c018cb,no,1
A bathroom with curtains that have floral decor on them.,52a066396e1c2fc44abda8f985c018cb,correct,1
A table topped with a cake covered in berries next to a plate of sandwiches.,52a066396e1c2fc44abda8f985c018cb,no,1
A man covering his eyes while standing next to multiple boxes filled with bananas.,52a066396e1c2fc44abda8f985c018cb,no,1
"A kitchen with a clear counter top and wooden cabinets, along with a white dish washer under the counter.",52a066396e1c2fc44abda8f985c018cb,wrong,0
A large group of people watch as a skater does his tricks.,52a066396e1c2fc44abda8f985c018cb,wrong,1
A row of surfboards sticking out of the sand sitting next to each other.,52a066396e1c2fc44abda8f985c018cb,no,1
There is an indoor toilet underneath a sign that says please flush.,52a066396e1c2fc44abda8f985c018cb,no,1
A person wearing a helmet and goggles riding a snowboard down the slopes.,52a066396e1c2fc44abda8f985c018cb,correct,1
A black and white picture of people walking in the rain under umbrellas.,a61d5cfe75373202ee348d304a6d1a87,correct,1
A cat standing on a toilet seat looking at the person taking the photo.,a61d5cfe75373202ee348d304a6d1a87,wrong,1
A large group of people watch as a skater does his tricks.,a61d5cfe75373202ee348d304a6d1a87,wrong,1
A white swan swimming through a lake next to a boat.,a61d5cfe75373202ee348d304a6d1a87,correct,1
A baseball player is waiting for the pitch while standing in the batters box.,a61d5cfe75373202ee348d304a6d1a87,correct,1
A white frosted cake sitting in front of some white flowers.,a61d5cfe75373202ee348d304a6d1a87,no,1
A person wearing a helmet and goggles riding a snowboard down the slopes.,a61d5cfe75373202ee348d304a6d1a87,correct,0
Two men holding big wooden sticks with a lot of elephants in the background.,a61d5cfe75373202ee348d304a6d1a87,no,1
A light blue bicycle chained to a pole on the sidewalk in front of a red building.,a61d5cfe75373202ee348d304a6d1a87,no,1
A car sitting in the middle of the road near a construction vehicle.,a61d5cfe75373202ee348d304a6d1a87,correct,1
The red boat is anchored on the shore of the lake in front of the houses.,a61d5cfe75373202ee348d304a6d1a87,wrong,1
A table topped with a cake covered in berries next to a plate of sandwiches.,a61d5cfe75373202ee348d304a6d1a87,no,1
A patio table with two dinner plates of food and two bowls of salad.,a61d5cfe75373202ee348d304a6d1a87,correct,1
A sign mounted to a pole that reads No Stops.,a61d5cfe75373202ee348d304a6d1a87,wrong,1
A cup of coffee with a plate of banana slices on bread.,a61d5cfe75373202ee348d304a6d1a87,correct,1
A tray full of breakfast foods and drinks on a bed.,a61d5cfe75373202ee348d304a6d1a87,no,1
A man in a field of wild flowers holding an orange bat.,a61d5cfe75373202ee348d304a6d1a87,wrong,1
A polar bear pokes his head and one paw out of the water.,a61d5cfe75373202ee348d304a6d1a87,wrong,1
A dog laying on its side with a remote control under its paw.,a61d5cfe75373202ee348d304a6d1a87,no,1
A black cat sitting inside of a sink in the bathroom.,a61d5cfe75373202ee348d304a6d1a87,no,1
A dark colored cat looking at a laptop screen.,a61d5cfe75373202ee348d304a6d1a87,wrong,1
A fruit smoothie glass on a plate with two strawberries for garnish.,a61d5cfe75373202ee348d304a6d1a87,correct,1
"A kitchen with a clear counter top and wooden cabinets, along with a white dish washer under the counter.",a61d5cfe75373202ee348d304a6d1a87,wrong,0
A young boy is standing against a wall eating an apple.,a61d5cfe75373202ee348d304a6d1a87,no,1
A large crowd of people riding horses walks along a trail.,a61d5cfe75373202ee348d304a6d1a87,correct,1
Two silver cars parked beside each other in parking spots.,a61d5cfe75373202ee348d304a6d1a87,wrong,1
There is an indoor toilet underneath a sign that says please flush.,a61d5cfe75373202ee348d304a6d1a87,no,1
A young girl looking at a huge pizza with surprise.,a61d5cfe75373202ee348d304a6d1a87,no,1
A row of surfboards sticking out of the sand sitting next to each other.,a61d5cfe75373202ee348d304a6d1a87,no,1
A bathroom with curtains that have floral decor on them.,a61d5cfe75373202ee348d304a6d1a87,correct,1
